LSV name	Delta Deltapsi (HS - Control)
NM_001043040:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259245:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043017:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043035:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_078925:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_165513:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259247:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043063:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043020:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043056:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043055:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043014:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043050:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259246:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043061:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259243:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043028:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043045:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043018:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043058:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259250:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043044:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043027:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043062:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259241:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043064:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043019:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043029:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043012:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043051:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259236:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043030:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043053:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043049:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043057:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043037:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259252:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043048:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259239:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043032:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259248:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043034:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043021:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043013:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043041:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259235:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259238:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043059:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259233:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259249:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259242:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043016:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259240:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259234:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043033:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043011:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043024:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043015:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_206047:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_165514:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043039:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_165515:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259244:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043022:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043047:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259251:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043026:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043052:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001259237:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043025:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001299450:s:13180990-13183234	0.030116110106163257;-0.00044997703787893995;1.6960736234274133e-09;-0.06490442783422778;0.008530024134707381;0.03498444021906344
NM_001299449:s:13180990-13183234	0.030116110106163257;-0.00044997703787893995;1.6960736234274133e-09;-0.06490442783422778;0.008530024134707381;0.03498444021906344
NM_170418:s:29593094-29594163	0.03498087967909174;-0.03498086199610004
NM_143444:s:29593272-29594163	0.03498087967909174;-0.03498086199610004
NM_170419:s:29593272-29594163	0.03498087967909174;-0.03498086199610004
NM_170417:s:29593272-29594163	0.03498087967909174;-0.03498086199610004
NM_001260427:s:29593272-29594163	0.03498087967909174;-0.03498086199610004
NM_170416:s:29593272-29594163	0.03498087967909174;-0.03498086199610004
NM_165976:s:13256587-13257042	-0.03493546981077931;0.03493542090492973
NM_001272660:s:15892200-15892599	-3.0350630726596345e-09;-0.06286785482080456;4.0899318171283044e-06;-0.0003779174711961533;0.02196087287807474;0.03491974846924356
NM_206067:s:9958124-9958858	-0.03491517235849649;0.034915190447178376
NM_001260352:s:24292838-24292969	-0.03491504610448745;0.034915061526785175
NM_001144633:s:24292838-24292969	-0.03491504610448745;0.034915061526785175
NM_001297897:s:2576117-2576713	-0.016303494124997042;-1.375146077920422e-08;0.0349061777180303;-0.00016129753548127098;-0.034930885271043266
NM_001297898:s:2576117-2576713	-0.016303494124997042;-1.375146077920422e-08;0.0349061777180303;-0.00016129753548127098;-0.034930885271043266
NM_165666:s:9229094-9229276	-0.03487627569075205;0.03487629656642101
NM_165667:s:9229094-9229276	-0.03487627569075205;0.03487629656642101
NM_001144361:s:17402375-17402485	-0.03487570409539342;0.03487567933266472
NM_001042902:s:17402375-17402485	-0.03487570409539342;0.03487567933266472
NM_164747:s:7381403-7381689	0.03487220001157324;-0.03487216147115904
NM_001273261:s:7381403-7381689	0.03487220001157324;-0.03487216147115904
NM_001273260:s:7381403-7381689	0.03487220001157324;-0.03487216147115904
NM_078779:s:7381403-7381689	0.03487220001157324;-0.03487216147115904
NM_001169723:s:18424872-18425034	0.034845827258370765;-0.03484576646656899
NM_001042813:s:15892200-15892599	-2.9205608131336904e-09;1.5737428454414168e-09;9.46012877226311e-06;4.1942446095606316e-06;-0.0003831494044736529;-0.03250758666727595;0.03483918014669303;0.003140278755840664
NM_001275924:s:22750901-22751366	-0.02712235191499375;0.034830043959410695;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.0023216195496227887
NM_001275923:s:22750901-22751366	-0.02712235191499375;0.034830043959410695;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.0023216195496227887
NM_001104410:s:22750901-22751366	-0.02712235191499375;0.034830043959410695;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.0023216195496227887
NM_001201935:s:6040226-6040334	-0.030657613227143027;-1.5150493753201562e-24;0.034829655053336545
NM_001272334:s:5834351-5834864	-0.015550147855244171;-0.027463255135820586;0.034827858317657084
NM_132041:s:5834351-5834864	-0.015550147855244171;-0.027463255135820586;0.034827858317657084
NM_164478:t:2361160-2361587	0.03479735863900678;0.01496178078335721;-2.4765018582848603e-09;-9.089108065387716e-07;-0.0001992474980009974;-7.177001329421571e-07;-0.026228055880177365;-0.008321962516725748
NM_001110874:t:926972-927127	-0.03189657541718867;0.03479378884613249;0.020070875375377006
NM_001110873:t:926972-927127	-0.03189657541718867;0.03479378884613249;0.020070875375377006
NM_001110872:t:926972-927127	-0.03189657541718867;0.03479378884613249;0.020070875375377006
NM_001300705:t:926972-927127	-0.03189657541718867;0.03479378884613249;0.020070875375377006
NM_001015119:t:926972-927127	-0.03189657541718867;0.03479378884613249;0.020070875375377006
NM_001273678:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001273681:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001273677:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001273679:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001103713:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_206007:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_206008:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001273680:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001273676:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001273674:s:19929203-19929354	-0.034767279506956;0.03476727755691128
NM_001258960:t:5331722-5332850	-0.007460863685765533;3.0765302556214347e-10;0.034756534413808944;-7.970076803204423e-06
NM_206159:s:17843442-17843964	0.03475466967204466;-0.03588292923177372
NM_078859:s:16351927-16352628	0.0008432510767845501;0.0347431379098406;-0.04810945695541843
NM_165156:s:16351927-16352628	0.0008432510767845501;0.0347431379098406;-0.04810945695541843
NM_001032096:t:14616039-14616437	-0.00813691176375747;-0.03471289795325568;0.019622166354791144;-0.006901013809498819;0.034733066333206636;-4.821191461511289e-25
NM_001259619:t:1654247-1654726	-0.024685441104785308;3.8342270668996934e-10;0.03472824499207208
NM_001273461:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_001259064:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_164971:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_057897:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_057896:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_001273462:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_057895:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_001273463:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_001273464:s:11803785-11803898	-0.04155669283487754;-2.3838665024064e-05;0.03471094369316865
NM_001276058:s:26597647-26598123	0.03470239387065545;-0.03470242549261586
NM_001170275:s:26597647-26598123	0.03470239387065545;-0.03470242549261586
NM_001260391:s:26597647-26598123	0.03470239387065545;-0.03470242549261586
NM_001170276:s:26597647-26598123	0.03470239387065545;-0.03470242549261586
NM_001260392:s:26597647-26598123	0.03470239387065545;-0.03470242549261586
NM_001260393:s:26597647-26598123	0.03470239387065545;-0.03470242549261586
NM_079707:s:21230660-21230750	-0.03466904448020572;0.034669047709907926
NM_001259300:s:9532346-9532528	-0.03569499300954587;-1.5150493753201562e-24;0.03463460467918915
NM_001259298:s:9532346-9532528	-0.03569499300954587;-1.5150493753201562e-24;0.03463460467918915
NM_169680:t:15897775-15898015	-0.04406334387039396;0.03461537325026484;-4.1930643302595547e-05;-0.01757503524273194
NM_001274887:s:13982646-13982852	-0.034591724762778386;0.03459170145222523
NM_140417:s:13982646-13982852	-0.034591724762778386;0.03459170145222523
NM_001275847:s:20802290-20802551	0.03457969578288505;-0.03457971920339605
NM_001275852:s:20802290-20802551	0.03457969578288505;-0.03457971920339605
NM_001275853:s:20802290-20802551	0.03457969578288505;-0.03457971920339605
NM_001275855:s:20802290-20802551	0.03457969578288505;-0.03457971920339605
NM_001275851:s:20802290-20802551	0.03457969578288505;-0.03457971920339605
NM_001275850:s:20802290-20802551	0.03457969578288505;-0.03457971920339605
NM_169926:s:20802290-20802551	0.03457969578288505;-0.03457971920339605
NM_001202253:s:6008033-6008573	-7.471554998624149e-10;-0.04796247853530199;0.03457330038982451;1.3410846996441706e-07
NM_167504:s:16336851-16337009	0.03456497141118145;-0.044269344051833914;-0.005882504044551947
NM_001144731:s:16336851-16337009	0.03456497141118145;-0.044269344051833914;-0.005882504044551947
NM_167503:s:16336851-16337009	0.03456497141118145;-0.044269344051833914;-0.005882504044551947
NM_001298393:s:16336851-16337009	0.03456497141118145;-0.044269344051833914;-0.005882504044551947
NM_167502:s:16336851-16337009	0.03456497141118145;-0.044269344051833914;-0.005882504044551947
NM_206762:s:16336851-16337009	0.03456497141118145;-0.044269344051833914;-0.005882504044551947
NM_080715:s:16336851-16337009	0.03456497141118145;-0.044269344051833914;-0.005882504044551947
NM_137234:s:16016733-16017154	-0.03454649671050328;0.03454648798896849
NM_169452:s:12110832-12111033	-0.0027750915520061603;-0.013074571144586142;0.03452815551278668
NM_001032407:s:29772892-29773821	-0.034527905795274344;0.0345278605819742
NM_001259543:s:22880133-22880218	-0.034484644227004674;0.034484594839788385
NM_001043101:s:22880133-22880218	-0.034484644227004674;0.034484594839788385
NM_001259542:s:22880133-22880218	-0.034484644227004674;0.034484594839788385
NM_143275:s:27094533-27094779	-0.03447809907092837;0.03447810231449075
NM_001144544:t:6391305-6391988	0.015284132309380805;-0.06224860638562481;0.03446241874631879
NM_078977:t:11580949-11581398	0.03444606948741835;-0.034446076658941054
NM_001273970:t:11580949-11581398	0.03444606948741835;-0.034446076658941054
NM_001273969:t:11580949-11581398	0.03444606948741835;-0.034446076658941054
NM_001103800:t:11580949-11581398	0.03444606948741835;-0.034446076658941054
NM_206426:s:4238570-4238765	-0.034442960794718216;0.0344429425113706
NM_080126:s:4238570-4238765	-0.034442960794718216;0.0344429425113706
NM_176394:s:4238570-4238765	-0.034442960794718216;0.0344429425113706
NM_001043192:s:4238570-4238765	-0.034442960794718216;0.0344429425113706
NM_206427:s:4238570-4238765	-0.034442960794718216;0.0344429425113706
NM_164319:s:4238570-4238765	-0.034442960794718216;0.0344429425113706
NM_164321:s:4238570-4238765	-0.034442960794718216;0.0344429425113706
NM_080515:s:16653902-16654383	0.034417422571857675;-0.03441748268809834
NM_169844:t:18970631-18970848	0.034415251631258116;-5.639651423923862e-10;-0.03730689884638055
NM_001260256:t:18970631-18970848	0.034415251631258116;-5.639651423923862e-10;-0.03730689884638055
NM_001260258:t:18970631-18970848	0.034415251631258116;-5.639651423923862e-10;-0.03730689884638055
NM_001275792:t:18970631-18970848	0.034415251631258116;-5.639651423923862e-10;-0.03730689884638055
